#Stat  Phase QA  err     wgt    traveltime   Picktime                  dist     azi    evID          elon     elat      slon      slat
OL26   P      2  0.10000 0.25000    2.580 2019-05-31T18:17:16.530000Z    5.14 169.8 KP201905311817        -21.2737  64.1083  -21.2551  64.0629
EDA_   P      2  0.10000 0.25000    2.980 2019-05-31T18:17:16.930000Z    6.31 243.1 KP201905311817        -21.2737  64.1083  -21.3891  64.0826
OL42   P      2  0.10000 0.25000    3.210 2019-05-31T18:17:17.160000Z    6.55  82.0 KP201905311817        -21.2737  64.1083  -21.1406  64.1164
TH07   P      2  0.10000 0.25000    3.220 2019-05-31T18:17:17.170000Z    7.35 228.3 KP201905311817        -21.2737  64.1083  -21.3861  64.0644
FA44   P      1  0.05000 0.50000    1.090 2019-05-31T18:31:00.540000Z    0.59 167.2 KP201905311830        -21.2728  64.1066  -21.2701  64.1014
SKEG   P      2  0.10000 0.25000    1.410 2019-05-31T18:31:00.860000Z    1.28 276.5 KP201905311830        -21.2728  64.1066  -21.2988  64.1079
KOLD   P      2  0.10000 0.25000    1.530 2019-05-31T18:31:00.980000Z    1.83 175.7 KP201905311830        -21.2728  64.1066  -21.2700  64.0902
NESJ   P      2  0.10000 0.25000    1.740 2019-05-31T18:31:01.190000Z    2.09  61.6 KP201905311830        -21.2728  64.1066  -21.2351  64.1155
GA02   P      1  0.05000 0.50000    2.550 2019-05-31T18:31:02.000000Z    4.89 254.5 KP201905311830        -21.2728  64.1066  -21.3695  64.0948
INNS   P      1  0.05000 0.50000    2.590 2019-05-31T18:31:02.040000Z    4.94 211.7 KP201905311830        -21.2728  64.1066  -21.3260  64.0689
OL26   P      2  0.10000 0.25000    2.550 2019-05-31T18:31:02.000000Z    4.95 169.9 KP201905311830        -21.2728  64.1066  -21.2551  64.0629
EDA_   P      2  0.10000 0.25000    2.970 2019-05-31T18:31:02.420000Z    6.27 244.8 KP201905311830        -21.2728  64.1066  -21.3891  64.0826
OL42   P      2  0.10000 0.25000    3.190 2019-05-31T18:31:02.640000Z    6.53  80.3 KP201905311830        -21.2728  64.1066  -21.1406  64.1164
TH07   P      2  0.10000 0.25000    3.220 2019-05-31T18:31:02.670000Z    7.26 229.6 KP201905311830        -21.2728  64.1066  -21.3861  64.0644
KRO_   P      2  0.10000 0.25000    3.490 2019-05-31T18:31:02.940000Z    7.52  97.2 KP201905311830        -21.2728  64.1066  -21.1198  64.0981
JA25   P      3  0.20000 0.12500    3.550 2019-05-31T18:31:03.000000Z    8.14 205.0 KP201905311830        -21.2728  64.1066  -21.3433  64.0404
VA41   P      3  0.20000 0.12500    4.150 2019-05-31T18:31:03.600000Z   10.02 252.3 KP201905311830        -21.2728  64.1066  -21.4685  64.0792
RE09   P      2  0.10000 0.25000    4.280 2019-05-31T18:31:03.730000Z   10.40 208.7 KP201905311830        -21.2728  64.1066  -21.3750  64.0247
TH04   P      2  0.10000 0.25000    5.110 2019-05-31T18:31:04.560000Z   13.39 174.7 KP201905311830        -21.2728  64.1066  -21.2477  63.9870
NIDU   P      2  0.10000 0.25000    8.350 2019-05-31T18:31:07.800000Z   25.49 288.1 KP201905311830        -21.2728  64.1066  -21.7710  64.1769
GELA   P      2  0.10000 0.25000    8.420 2019-05-31T18:31:07.870000Z   25.65 284.4 KP201905311830        -21.2728  64.1066  -21.7835  64.1628
BRIM   P      3  0.20000 0.12500    9.090 2019-05-31T18:31:08.540000Z   29.10 293.5 KP201905311830        -21.2728  64.1066  -21.8224  64.2095
JA25   P      2  0.10000 0.25000    1.470 2019-06-03T00:08:33.740000Z    1.45 144.7 KP201906030008        -21.3604  64.0510  -21.3433  64.0404
TH07   P      2  0.10000 0.25000    1.560 2019-06-03T00:08:33.830000Z    1.95 320.0 KP201906030008        -21.3604  64.0510  -21.3861  64.0644
SK10   P      2  0.10000 0.25000    1.700 2019-06-03T00:08:33.970000Z    2.29 100.1 KP201906030008        -21.3604  64.0510  -21.3142  64.0474
INNS   P      2  0.10000 0.25000    1.830 2019-06-03T00:08:34.100000Z    2.61  40.1 KP201906030008        -21.3604  64.0510  -21.3260  64.0689
RE09   P      1  0.05000 0.50000    2.050 2019-06-03T00:08:34.320000Z    3.02 193.7 KP201906030008        -21.3604  64.0510  -21.3750  64.0247
LSKA   P      1  0.05000 0.50000    2.080 2019-06-03T00:08:34.350000Z    3.53 122.7 KP201906030008        -21.3604  64.0510  -21.2996  64.0339
BIT6   P      2  0.10000 0.25000    2.400 2019-06-03T00:08:34.670000Z    4.57  93.0 KP201906030008        -21.3604  64.0510  -21.2669  64.0488
GA02   P      2  0.10000 0.25000    2.410 2019-06-03T00:08:34.680000Z    4.90 354.8 KP201906030008        -21.3604  64.0510  -21.3695  64.0948
OL26   P      2  0.10000 0.25000    2.560 2019-06-03T00:08:34.830000Z    5.31  75.5 KP201906030008        -21.3604  64.0510  -21.2551  64.0629
GR43   P      2  0.10000 0.25000    2.450 2019-06-03T00:08:34.720000Z    5.03 214.2 KP201906030008        -21.3604  64.0510  -21.4182  64.0137
FA44   P      2  0.10000 0.25000    2.020 2019-06-03T13:28:38.670000Z    2.90 215.9 KP201906031328        -21.2352  64.1225  -21.2701  64.1014
NESJ   P      2  0.10000 0.25000    1.740 2019-06-03T13:28:38.390000Z    0.78 179.6 KP201906031328        -21.2352  64.1225  -21.2351  64.1155
KOLD   P      2  0.10000 0.25000    2.300 2019-06-03T13:28:38.950000Z    3.98 205.2 KP201906031328        -21.2352  64.1225  -21.2700  64.0902
SKEG   P      2  0.10000 0.25000    2.390 2019-06-03T13:28:39.040000Z    3.50 242.3 KP201906031328        -21.2352  64.1225  -21.2988  64.1079
GRAF   P      1  0.05000 0.50000    1.880 2019-06-03T13:28:38.530000Z    1.46 297.8 KP201906031328        -21.2352  64.1225  -21.2617  64.1286
OL26   P      2  0.10000 0.25000    2.960 2019-06-03T13:28:39.610000Z    6.71 188.3 KP201906031328        -21.2352  64.1225  -21.2551  64.0629
KA03   P      3  0.20000 0.12500    2.970 2019-06-03T13:28:39.620000Z    5.91 145.3 KP201906031328        -21.2352  64.1225  -21.1662  64.0789
GA02   P      1  0.05000 0.50000    3.250 2019-06-03T13:28:39.900000Z    7.24 244.8 KP201906031328        -21.2352  64.1225  -21.3695  64.0948
INNS   P      3  0.20000 0.12500    3.250 2019-06-03T13:28:39.900000Z    7.44 216.6 KP201906031328        -21.2352  64.1225  -21.3260  64.0689
KRO_   P      3  0.20000 0.12500    2.980 2019-06-03T13:28:39.630000Z    6.25 115.8 KP201906031328        -21.2352  64.1225  -21.1198  64.0981
BIT6   P      2  0.10000 0.25000    3.410 2019-06-03T13:28:40.060000Z    8.36 190.7 KP201906031328        -21.2352  64.1225  -21.2669  64.0488
EDA_   P      2  0.10000 0.25000    3.590 2019-06-03T13:28:40.240000Z    8.72 239.4 KP201906031328        -21.2352  64.1225  -21.3891  64.0826
SK10   P      3  0.20000 0.12500    3.740 2019-06-03T13:28:40.390000Z    9.22 204.8 KP201906031328        -21.2352  64.1225  -21.3142  64.0474
TH07   P      2  0.10000 0.25000    3.780 2019-06-03T13:28:40.430000Z    9.80 228.7 KP201906031328        -21.2352  64.1225  -21.3861  64.0644
LSKA   P      3  0.20000 0.12500    4.030 2019-06-03T13:28:40.680000Z   10.36 197.7 KP201906031328        -21.2352  64.1225  -21.2996  64.0339
JA25   P      3  0.20000 0.12500    4.030 2019-06-03T13:28:40.680000Z   10.56 210.0 KP201906031328        -21.2352  64.1225  -21.3433  64.0404
HEI_   P      3  0.20000 0.12500    3.890 2019-06-03T13:28:40.540000Z    8.62 359.7 KP201906031328        -21.2352  64.1225  -21.2360  64.1998
VA41   P      3  0.20000 0.12500    4.610 2019-06-03T13:28:41.260000Z   12.36 247.1 KP201906031328        -21.2352  64.1225  -21.4685  64.0792
RE09   P      2  0.10000 0.25000    4.750 2019-06-03T13:28:41.400000Z   12.86 212.1 KP201906031328        -21.2352  64.1225  -21.3750  64.0247
SVIN   P      4  0.40000 0.06250    4.730 2019-06-03T13:28:41.380000Z   12.82 234.9 KP201906031328        -21.2352  64.1225  -21.4500  64.0562
HVH_   P      4  0.40000 0.06250    5.000 2019-06-03T13:28:41.650000Z   13.49 201.3 KP201906031328        -21.2352  64.1225  -21.3354  64.0097
NU27   P      3  0.20000 0.12500    4.990 2019-06-03T13:28:41.640000Z   13.48 183.3 KP201906031328        -21.2352  64.1225  -21.2510  64.0018
LA24   P      3  0.20000 0.12500    5.070 2019-06-03T13:28:41.720000Z   14.66 210.1 KP201906031328        -21.2352  64.1225  -21.3854  64.0086
LH40   P      1  0.05000 0.50000    5.220 2019-06-03T13:28:41.870000Z   14.25 140.3 KP201906031328        -21.2352  64.1225  -21.0489  64.0241
GR43   P      3  0.20000 0.12500    5.150 2019-06-03T13:28:41.800000Z   15.06 216.5 KP201906031328        -21.2352  64.1225  -21.4182  64.0137
ME05   P      3  0.20000 0.12500    6.060 2019-06-03T13:28:42.710000Z   17.77 210.9 KP201906031328        -21.2352  64.1225  -21.4216  63.9856
SOL_   P      2  0.10000 0.25000    8.260 2019-06-03T13:28:44.910000Z   25.86 146.4 KP201906031328        -21.2352  64.1225  -20.9436  63.9290
GELA   P      2  0.10000 0.25000    8.490 2019-06-03T13:28:45.140000Z   27.07 279.8 KP201906031328        -21.2352  64.1225  -21.7835  64.1628
BRIM   P      3  0.20000 0.12500    9.040 2019-06-03T13:28:45.690000Z   30.16 289.0 KP201906031328        -21.2352  64.1225  -21.8224  64.2095
VIDE   P      3  0.20000 0.12500    9.400 2019-06-03T13:28:46.050000Z   31.40 280.4 KP201906031328        -21.2352  64.1225  -21.8702  64.1722
SAN_   P      2  0.10000 0.25000    2.710 2019-06-16T09:57:18.560000Z    4.79   6.0 KP201906160957        -21.5803  64.0133  -21.5701  64.0560
LA08   P      1  0.05000 0.50000    2.620 2019-06-16T09:57:18.470000Z    4.80 101.6 KP201906160957        -21.5803  64.0133  -21.4842  64.0046
GR43   P      2  0.10000 0.25000    3.400 2019-06-16T09:57:19.250000Z    7.93  89.6 KP201906160957        -21.5803  64.0133  -21.4182  64.0137
VA41   P      1  0.05000 0.50000    3.640 2019-06-16T09:57:19.490000Z    9.15  36.6 KP201906160957        -21.5803  64.0133  -21.4685  64.0792
ME05   P      2  0.10000 0.25000    3.590 2019-06-16T09:57:19.440000Z    8.36 111.6 KP201906160957        -21.5803  64.0133  -21.4216  63.9856
LA24   P      2  0.10000 0.25000    3.810 2019-06-16T09:57:19.660000Z    9.55  93.1 KP201906160957        -21.5803  64.0133  -21.3854  64.0086
RE09   P      2  0.10000 0.25000    4.050 2019-06-16T09:57:19.900000Z   10.12  82.7 KP201906160957        -21.5803  64.0133  -21.3750  64.0247
TH21   P      2  0.10000 0.25000    4.320 2019-06-16T09:57:20.170000Z   10.60  74.0 KP201906160957        -21.5803  64.0133  -21.3718  64.0393
OH23   P      4  0.40000 0.06250    4.660 2019-06-16T09:57:20.510000Z   11.43  82.8 KP201906160957        -21.5803  64.0133  -21.3483  64.0260
EDA_   P      2  0.10000 0.25000    4.480 2019-06-16T09:57:20.330000Z   12.12  50.3 KP201906160957        -21.5803  64.0133  -21.3891  64.0826
JA25   P      2  0.10000 0.25000    4.550 2019-06-16T09:57:20.400000Z   11.97  75.3 KP201906160957        -21.5803  64.0133  -21.3433  64.0404
KA01   P      2  0.10000 0.25000    4.450 2019-06-16T09:57:20.300000Z   11.32 133.8 KP201906160957        -21.5803  64.0133  -21.4136  63.9430
SK10   P      2  0.10000 0.25000    5.030 2019-06-16T09:57:20.880000Z   13.55  73.6 KP201906160957        -21.5803  64.0133  -21.3142  64.0474
UR20   P      2  0.10000 0.25000    4.960 2019-06-16T09:57:20.810000Z   13.43  88.5 KP201906160957        -21.5803  64.0133  -21.3057  64.0163
GA02   P      3  0.20000 0.12500    4.910 2019-06-16T09:57:20.760000Z   13.73  48.5 KP201906160957        -21.5803  64.0133  -21.3695  64.0948
LSKA   P      2  0.10000 0.25000    5.010 2019-06-16T09:57:20.860000Z   13.91  80.4 KP201906160957        -21.5803  64.0133  -21.2996  64.0339
KAS_   P      3  0.20000 0.12500    5.480 2019-06-16T09:57:21.330000Z   13.33 274.7 KP201906160957        -21.5803  64.0133  -21.8520  64.0229
NU27   P      3  0.20000 0.12500    5.710 2019-06-16T09:57:21.560000Z   16.16  94.4 KP201906160957        -21.5803  64.0133  -21.2510  64.0018
BJA_   P      3  0.20000 0.12500    5.530 2019-06-16T09:57:21.380000Z   15.54 118.8 KP201906160957        -21.5803  64.0133  -21.3026  63.9459
TH04   P      2  0.10000 0.25000    5.790 2019-06-16T09:57:21.640000Z   16.54 100.1 KP201906160957        -21.5803  64.0133  -21.2477  63.9870
KOLD   P      2  0.10000 0.25000    5.830 2019-06-16T09:57:21.680000Z   17.41  60.4 KP201906160957        -21.5803  64.0133  -21.2700  64.0902
GELA   P      2  0.10000 0.25000    6.420 2019-06-16T09:57:22.270000Z   19.39 329.4 KP201906160957        -21.5803  64.0133  -21.7835  64.1628
GRAF   P      3  0.20000 0.12500    6.720 2019-06-16T09:57:22.570000Z   20.17  50.3 KP201906160957        -21.5803  64.0133  -21.2617  64.1286
GELV   P      3  0.20000 0.12500    6.900 2019-06-16T09:57:22.750000Z   20.86 328.9 KP201906160957        -21.5803  64.0133  -21.8018  64.1734
VOS_   P      1  0.05000 0.50000    6.820 2019-06-16T09:57:22.670000Z   18.89 198.7 KP201906160957        -21.5803  64.0133  -21.7036  63.8528
VIDE   P      2  0.10000 0.25000    7.200 2019-06-16T09:57:23.050000Z   22.66 321.5 KP201906160957        -21.5803  64.0133  -21.8702  64.1722
LH40   P      3  0.20000 0.12500    8.110 2019-06-16T09:57:23.960000Z   26.01  87.1 KP201906160957        -21.5803  64.0133  -21.0489  64.0241
HEI_   P      3  0.20000 0.12500    8.640 2019-06-16T09:57:24.490000Z   26.72  38.8 KP201906160957        -21.5803  64.0133  -21.2360  64.1998
SOL_   P      2  0.10000 0.25000    9.930 2019-06-16T09:57:25.780000Z   32.57 106.5 KP201906160957        -21.5803  64.0133  -20.9436  63.9290
TH07   P      2  0.10000 0.25000    1.500 2019-06-17T16:32:17.730000Z    1.50  26.9 KP201906171632        -21.4000  64.0524  -21.3861  64.0644
TH21   P      2  0.10000 0.25000    1.780 2019-06-17T16:32:18.010000Z    2.01 136.7 KP201906171632        -21.4000  64.0524  -21.3718  64.0393
JA25   P      2  0.10000 0.25000    2.030 2019-06-17T16:32:18.260000Z    3.08 115.8 KP201906171632        -21.4000  64.0524  -21.3433  64.0404
RE09   P      2  0.10000 0.25000    2.080 2019-06-17T16:32:18.310000Z    3.32 158.4 KP201906171632        -21.4000  64.0524  -21.3750  64.0247
OH23   P      2  0.10000 0.25000    2.320 2019-06-17T16:32:18.550000Z    3.88 139.3 KP201906171632        -21.4000  64.0524  -21.3483  64.0260
VA41   P      2  0.10000 0.25000    2.370 2019-06-17T16:32:18.600000Z    4.48 311.8 KP201906171632        -21.4000  64.0524  -21.4685  64.0792
SK10   P      3  0.20000 0.12500    2.410 2019-06-17T16:32:18.640000Z    4.23  97.5 KP201906171632        -21.4000  64.0524  -21.3142  64.0474
GR43   P      2  0.10000 0.25000    2.330 2019-06-17T16:32:18.560000Z    4.40 191.7 KP201906171632        -21.4000  64.0524  -21.4182  64.0137
LSKA   P      2  0.10000 0.25000    2.670 2019-06-17T16:32:18.900000Z    5.32 112.8 KP201906171632        -21.4000  64.0524  -21.2996  64.0339
HVH_   P      3  0.20000 0.12500    2.770 2019-06-17T16:32:19.000000Z    5.71 146.4 KP201906171632        -21.4000  64.0524  -21.3354  64.0097
UR20   P      2  0.10000 0.25000    3.040 2019-06-17T16:32:19.270000Z    6.12 131.1 KP201906171632        -21.4000  64.0524  -21.3057  64.0163
BIT6   P      2  0.10000 0.25000    2.960 2019-06-17T16:32:19.190000Z    6.51  93.5 KP201906171632        -21.4000  64.0524  -21.2669  64.0488
LA08   P      2  0.10000 0.25000    3.190 2019-06-17T16:32:19.420000Z    6.73 217.7 KP201906171632        -21.4000  64.0524  -21.4842  64.0046
OL26   P      2  0.10000 0.25000    3.140 2019-06-17T16:32:19.370000Z    7.17  80.5 KP201906171632        -21.4000  64.0524  -21.2551  64.0629
KOLD   P      2  0.10000 0.25000    3.270 2019-06-17T16:32:19.500000Z    7.62  56.4 KP201906171632        -21.4000  64.0524  -21.2700  64.0902
ME05   P      3  0.20000 0.12500    3.290 2019-06-17T16:32:19.520000Z    7.52 188.1 KP201906171632        -21.4000  64.0524  -21.4216  63.9856
TH07   P      1  0.05000 0.50000    1.320 2019-06-27T01:51:08.150000Z    1.03  10.1 KP201906270151        -21.3898  64.0553  -21.3861  64.0644
EDA_   P      2  0.10000 0.25000    1.850 2019-06-27T01:51:08.680000Z    3.04   0.6 KP201906270151        -21.3898  64.0553  -21.3891  64.0826
JA25   P      1  0.05000 0.50000    1.900 2019-06-27T01:51:08.730000Z    2.81 126.2 KP201906270151        -21.3898  64.0553  -21.3433  64.0404
SK10   P      1  0.05000 0.50000    2.230 2019-06-27T01:51:09.060000Z    3.80 103.4 KP201906270151        -21.3898  64.0553  -21.3142  64.0474
RE09   P      2  0.10000 0.25000    2.130 2019-06-27T01:51:08.960000Z    3.49 168.0 KP201906270151        -21.3898  64.0553  -21.3750  64.0247
OH23   P      3  0.20000 0.12500    2.270 2019-06-27T01:51:09.100000Z    3.84 148.1 KP201906270151        -21.3898  64.0553  -21.3483  64.0260
GA02   P      3  0.20000 0.12500    2.350 2019-06-27T01:51:09.180000Z    4.51  12.7 KP201906270151        -21.3898  64.0553  -21.3695  64.0948
VA41   P      3  0.20000 0.12500    2.440 2019-06-27T01:51:09.270000Z    4.68 304.8 KP201906270151        -21.3898  64.0553  -21.4685  64.0792
LSKA   P      1  0.05000 0.50000    2.590 2019-06-27T01:51:09.420000Z    5.01 118.4 KP201906270151        -21.3898  64.0553  -21.2996  64.0339
GR43   P      1  0.05000 0.50000    2.470 2019-06-27T01:51:09.300000Z    4.84 196.7 KP201906270151        -21.3898  64.0553  -21.4182  64.0137
LA24   P      3  0.20000 0.12500    2.560 2019-06-27T01:51:09.390000Z    5.21 177.6 KP201906270151        -21.3898  64.0553  -21.3854  64.0086
BIT6   P      1  0.05000 0.50000    2.840 2019-06-27T01:51:09.670000Z    6.05  96.8 KP201906270151        -21.3898  64.0553  -21.2669  64.0488
UR20   P      3  0.20000 0.12500    2.990 2019-06-27T01:51:09.820000Z    5.98 136.6 KP201906270151        -21.3898  64.0553  -21.3057  64.0163
OL26   P      2  0.10000 0.25000    3.010 2019-06-27T01:51:09.840000Z    6.63  82.6 KP201906270151        -21.3898  64.0553  -21.2551  64.0629
ME05   P      2  0.10000 0.25000    3.500 2019-06-27T01:51:10.330000Z    7.92 191.3 KP201906270151        -21.3898  64.0553  -21.4216  63.9856
NU27   P      2  0.10000 0.25000    3.900 2019-06-27T01:51:10.730000Z    9.03 131.3 KP201906270151        -21.3898  64.0553  -21.2510  64.0018
KA01   P      3  0.20000 0.12500    4.860 2019-06-27T01:51:11.690000Z   12.57 185.3 KP201906270151        -21.3898  64.0553  -21.4136  63.9430
KRO_   P      2  0.10000 0.25000    5.210 2019-06-27T01:51:12.040000Z   14.01  70.0 KP201906270151        -21.3898  64.0553  -21.1198  64.0981
SOL_   P      3  0.20000 0.12500    8.520 2019-06-27T01:51:15.350000Z   25.98 122.6 KP201906270151        -21.3898  64.0553  -20.9436  63.9290
HUML   P      2  0.10000 0.25000    1.800 2019-06-30T00:48:50.080000Z    0.08 313.6 KP201906300048        -21.3959  64.0508  -21.3971  64.0513
TH07   P      2  0.10000 0.25000    1.820 2019-06-30T00:48:50.100000Z    1.59  17.5 KP201906300048        -21.3959  64.0508  -21.3861  64.0644
JA25   P      2  0.10000 0.25000    2.120 2019-06-30T00:48:50.400000Z    2.82 114.3 KP201906300048        -21.3959  64.0508  -21.3433  64.0404
RE09   P      2  0.10000 0.25000    2.250 2019-06-30T00:48:50.530000Z    3.08 160.6 KP201906300048        -21.3959  64.0508  -21.3750  64.0247
EDA_   P      3  0.20000 0.12500    2.100 2019-06-30T00:48:50.380000Z    3.56   5.3 KP201906300048        -21.3959  64.0508  -21.3891  64.0826
OH23   P      3  0.20000 0.12500    2.320 2019-06-30T00:48:50.600000Z    3.61 139.9 KP201906300048        -21.3959  64.0508  -21.3483  64.0260
INNS   P      2  0.10000 0.25000    2.330 2019-06-30T00:48:50.610000Z    3.96  59.4 KP201906300048        -21.3959  64.0508  -21.3260  64.0689
BL22   P      2  0.10000 0.25000    2.470 2019-06-30T00:48:50.750000Z    4.05 253.9 KP201906300048        -21.3959  64.0508  -21.4756  64.0407
VA41   P      2  0.10000 0.25000    2.540 2019-06-30T00:48:50.820000Z    4.75 311.8 KP201906300048        -21.3959  64.0508  -21.4685  64.0792
LA24   P      2  0.10000 0.25000    2.510 2019-06-30T00:48:50.790000Z    4.73 173.8 KP201906300048        -21.3959  64.0508  -21.3854  64.0086
KRIS   P      3  0.20000 0.12500    3.100 2019-06-30T00:48:51.380000Z    5.96 240.1 KP201906300048        -21.3959  64.0508  -21.5015  64.0241
OL26   P      3  0.20000 0.12500    3.030 2019-06-30T00:48:51.310000Z    7.01  78.8 KP201906300048        -21.3959  64.0508  -21.2551  64.0629
SAN_   P      3  0.20000 0.12500    3.660 2019-06-30T00:48:51.940000Z    8.53 274.0 KP201906300048        -21.3959  64.0508  -21.5701  64.0560
KRO_   P      3  0.20000 0.12500    5.220 2019-06-30T00:48:53.500000Z   14.47  68.5 KP201906300048        -21.3959  64.0508  -21.1198  64.0981
NIDU   P      2  0.10000 0.25000    7.400 2019-06-30T00:48:55.680000Z   23.06 307.7 KP201906300048        -21.3959  64.0508  -21.7710  64.1769
GELV   P      3  0.20000 0.12500    7.580 2019-06-30T00:48:55.860000Z   24.04 304.8 KP201906300048        -21.3959  64.0508  -21.8018  64.1734
SKOL   P      3  0.20000 0.12500    8.060 2019-06-30T00:48:56.340000Z   24.66 299.5 KP201906300048        -21.3959  64.0508  -21.8369  64.1591
SOL_   P      3  0.20000 0.12500    8.300 2019-06-30T00:48:56.580000Z   25.97 121.3 KP201906300048        -21.3959  64.0508  -20.9436  63.9290
HUML   P      2  0.10000 0.25000    1.180 2019-07-03T20:09:53.510000Z    0.42 184.0 KP201907032009_1      -21.3965  64.0551  -21.3971  64.0513
TH07   P      2  0.10000 0.25000    1.390 2019-07-03T20:09:53.720000Z    1.15  26.1 KP201907032009_1      -21.3965  64.0551  -21.3861  64.0644
TH21   P      2  0.10000 0.25000    1.810 2019-07-03T20:09:54.140000Z    2.13 145.6 KP201907032009_1      -21.3965  64.0551  -21.3718  64.0393
EDA_   P      2  0.10000 0.25000    1.840 2019-07-03T20:09:54.170000Z    3.09   6.7 KP201907032009_1      -21.3965  64.0551  -21.3891  64.0826
INNS   P      2  0.10000 0.25000    2.150 2019-07-03T20:09:54.480000Z    3.77  65.9 KP201907032009_1      -21.3965  64.0551  -21.3260  64.0689
RE09   P      2  0.10000 0.25000    2.220 2019-07-03T20:09:54.550000Z    3.55 162.8 KP201907032009_1      -21.3965  64.0551  -21.3750  64.0247
SK10   P      2  0.10000 0.25000    2.310 2019-07-03T20:09:54.640000Z    4.11 102.0 KP201907032009_1      -21.3965  64.0551  -21.3142  64.0474
VA41   P      3  0.20000 0.12500    2.410 2019-07-03T20:09:54.740000Z    4.42 307.4 KP201907032009_1      -21.3965  64.0551  -21.4685  64.0792
OH23   P      2  0.10000 0.25000    2.360 2019-07-03T20:09:54.690000Z    4.01 144.0 KP201907032009_1      -21.3965  64.0551  -21.3483  64.0260
GA02   P      3  0.20000 0.12500    2.390 2019-07-03T20:09:54.720000Z    4.62  16.6 KP201907032009_1      -21.3965  64.0551  -21.3695  64.0948
GR43   P      3  0.20000 0.12500    2.450 2019-07-03T20:09:54.780000Z    4.74 193.0 KP201907032009_1      -21.3965  64.0551  -21.4182  64.0137
LA24   P      3  0.20000 0.12500    2.610 2019-07-03T20:09:54.940000Z    5.21 174.0 KP201907032009_1      -21.3965  64.0551  -21.3854  64.0086
HVH_   P      2  0.10000 0.25000    2.950 2019-07-03T20:09:55.280000Z    5.88 149.4 KP201907032009_1      -21.3965  64.0551  -21.3354  64.0097
UR20   P      3  0.20000 0.12500    3.080 2019-07-03T20:09:55.410000Z    6.20 134.2 KP201907032009_1      -21.3965  64.0551  -21.3057  64.0163
BIT6   P      1  0.05000 0.50000    2.960 2019-07-03T20:09:55.290000Z    6.37  96.3 KP201907032009_1      -21.3965  64.0551  -21.2669  64.0488
KRIS   P      3  0.20000 0.12500    3.180 2019-07-03T20:09:55.510000Z    6.19 236.1 KP201907032009_1      -21.3965  64.0551  -21.5015  64.0241
OL26   P      1  0.05000 0.50000    3.080 2019-07-03T20:09:55.410000Z    6.96  82.8 KP201907032009_1      -21.3965  64.0551  -21.2551  64.0629
KOLD   P      2  0.10000 0.25000    3.220 2019-07-03T20:09:55.550000Z    7.31  57.6 KP201907032009_1      -21.3965  64.0551  -21.2700  64.0902
ME05   P      3  0.20000 0.12500    3.450 2019-07-03T20:09:55.780000Z    7.84 189.0 KP201907032009_1      -21.3965  64.0551  -21.4216  63.9856
KA01   P      3  0.20000 0.12500    4.900 2019-07-03T20:09:57.230000Z   12.52 183.8 KP201907032009_1      -21.3965  64.0551  -21.4136  63.9430
KRO_   P      3  0.20000 0.12500    5.300 2019-07-03T20:09:57.630000Z   14.33  70.3 KP201907032009_1      -21.3965  64.0551  -21.1198  64.0981
OL42   P      3  0.20000 0.12500    5.350 2019-07-03T20:09:57.680000Z   14.23  61.2 KP201907032009_1      -21.3965  64.0551  -21.1406  64.1164
GELA   P      3  0.20000 0.12500    7.470 2019-07-03T20:09:59.800000Z   22.36 302.7 KP201907032009_1      -21.3965  64.0551  -21.7835  64.1628
NIDU   P      3  0.20000 0.12500    7.530 2019-07-03T20:09:59.860000Z   22.75 306.8 KP201907032009_1      -21.3965  64.0551  -21.7710  64.1769
KAS_   P      3  0.20000 0.12500    8.120 2019-07-03T20:10:00.450000Z   22.54 261.0 KP201907032009_1      -21.3965  64.0551  -21.8520  64.0229
GELV   P      3  0.20000 0.12500    7.690 2019-07-03T20:10:00.020000Z   23.75 303.9 KP201907032009_1      -21.3965  64.0551  -21.8018  64.1734
SKOL   P      3  0.20000 0.12500    8.170 2019-07-03T20:10:00.500000Z   24.40 298.6 KP201907032009_1      -21.3965  64.0551  -21.8369  64.1591
VIDE   P      3  0.20000 0.12500    8.430 2019-07-03T20:10:00.760000Z   26.52 299.7 KP201907032009_1      -21.3965  64.0551  -21.8702  64.1722
SOL_   P      3  0.20000 0.12500    8.590 2019-07-03T20:10:00.920000Z   26.25 122.2 KP201907032009_1      -21.3965  64.0551  -20.9436  63.9290
HUML   P      2  0.10000 0.25000    1.350 2019-07-10T19:58:16.100000Z    0.53 172.6 KP201907101958        -21.3985  64.0560  -21.3971  64.0513
TH07   P      2  0.10000 0.25000    1.540 2019-07-10T19:58:16.290000Z    1.12  32.9 KP201907101958        -21.3985  64.0560  -21.3861  64.0644
TH21   P      2  0.10000 0.25000    1.950 2019-07-10T19:58:16.700000Z    2.27 145.0 KP201907101958        -21.3985  64.0560  -21.3718  64.0393
SVIN   P      2  0.10000 0.25000    1.820 2019-07-10T19:58:16.570000Z    2.52 270.5 KP201907101958        -21.3985  64.0560  -21.4500  64.0562
JA25   P      1  0.05000 0.50000    2.080 2019-07-10T19:58:16.830000Z    3.21 122.8 KP201907101958        -21.3985  64.0560  -21.3433  64.0404
RE09   P      1  0.05000 0.50000    2.220 2019-07-10T19:58:16.970000Z    3.67 161.8 KP201907101958        -21.3985  64.0560  -21.3750  64.0247
